CONTEXTID,TIMETAG,EQ-CH14_01_CoolingWater_OutTemp,EQ-CH14_01_CoolingWater_InTemp,EQ-CH14_01_CoolingWater_TempDiff,EQ-CH14_01_ColdWater_OutTemp,EQ-CH14_01_ColdWater_InTemp,EQ-CH14_01_ColdWater_TempDiff,EQ-CH14_01_Evaporator,EQ-CH14_01_Condenser,EQ-CH14_CHP_01_hz,EQ-CH14_CHP_01_flow,EQ-CH14_01_RT,EQ-CH14_CWP_01_hz,METROLOGY-CH14_01_KW
129704,2022/8/19 03:00,34.9,27.8,7.1,13.8,20.4,6.599999,1.5,-0.4,43.21667,1444.61,3155.436,49.07292,1152.21
129705,2022/8/19 03:05,35.1,27.8,7.3,13.9,20.3,6.299999,1.6,-0.4,43.85903,1462.955,3052.566,49.00347,1144.968
129706,2022/8/19 03:10,34.9,27.8,7.1,13.9,20.3,6.4,1.5,-0.3,43.39028,1448.067,3059.816,48.60417,1137.429
129707,2022/8/19 03:15,35,27.7,7.3,13.9,20.3,6.4,1.6,-0.4,42.93888,1428.365,3035.317,48.17014,1139.355
129708,2022/8/19 03:20,34.8,27.6,7.2,13.9,20.3,6.4,1.5,-0.4,42.2618,1407.203,2970.676,48.63889,1115.258
129709,2022/8/19 03:25,34.9,27.7,7.2,14.1,20.4,6.299999,1.5,-0.3,43.02569,1431.862,2985.469,47.96181,1128.48
129710,2022/8/19 03:30,34.9,27.7,7.2,13.9,20.4,6.5,1.4,-0.4,41.96666,1397.694,3004.303,48.72569,1126.229
129711,2022/8/19 03:35,34.8,27.7,7.1,13.9,20.4,6.5,1.5,-0.4,42.60903,1422.518,3055.142,48.56945,1145.629
129712,2022/8/19 03:40,35.1,27.8,7.3,14,20.4,6.4,1.5,-0.4,42.55694,1422.518,3020.523,48.37847,1153.206
129713,2022/8/19 03:45,35.3,27.9,7.4,13.9,20.4,6.5,1.7,-0.4,43.85903,1457.247,3129.85,49.69791,1189.528
129714,2022/8/19 03:50,34.8,27.8,7,13.9,20.4,6.5,1.6,-0.3,43.96319,1468.641,3154.36,50.23611,1171.408
129715,2022/8/19 03:55,34.8,27.4,7.4,14.1,20.4,6.299999,1.6,-0.3,44.43194,1477.693,3076.175,49.69791,1166.37
129716,2022/8/19 04:00,34.7,27.6,7.1,14.1,20.4,6.299999,1.7,-0.3,44.31041,1473.173,3069.111,49.9757,1160.985
129717,2022/8/19 04:05,35,27.7,7.3,14.1,20.4,6.299999,1.6,-0.3,44.57083,1479.947,3080.875,49.29861,1167.192
129718,2022/8/19 04:10,35,27.8,7.2,14.1,20.4,6.299999,1.6,-0.3,43.37291,1443.456,3007.198,49.76736,1177.551
129719,2022/8/19 04:15,35.1,27.8,7.3,13.9,20.4,6.5,1.6,-0.3,44.83125,1487.81,3200.412,49.5243,1193.905
129720,2022/8/19 04:20,34.9,27.8,7.1,14,20.4,6.4,1.6,-0.4,44.74444,1488.93,3162.999,50.54861,1187.012
129721,2022/8/19 04:25,34.8,27.6,7.2,13.9,20.4,6.5,1.7,-0.3,43.18195,1444.61,3117.523,49.87153,1181.153
129722,2022/8/19 04:30,34.7,27.6,7.1,13.9,20.4,6.5,1.6,-0.3,44.25833,1473.173,3166.544,49.42014,1174.702
129723,2022/8/19 04:35,34.8,27.6,7.2,13.9,20.4,6.5,1.6,-0.3,44.22361,1476.564,3173.831,49.50695,1189.872
129724,2022/8/19 04:40,35.2,28.1,7.1,13.9,20.4,6.5,1.6,-0.3,44.05,1465.232,3139.677,49.88889,1193.996
129725,2022/8/19 04:45,35.1,27.9,7.2,13.9,20.4,6.5,1.6,-0.4,43.89375,1462.955,3142.129,50.13194,1181.367
129726,2022/8/19 04:50,34.8,27.6,7.2,13.9,20.4,6.5,1.6,-0.3,43.6507,1450.368,3124.925,49.68056,1176.479
129727,2022/8/19 04:55,34.8,27.6,7.2,13.9,20.4,6.5,1.6,-0.3,44.11945,1468.641,3151.918,49.36806,1176.132
129728,2022/8/19 05:00,35,27.8,7.2,13.9,20.4,6.5,1.6,-0.3,44.34513,1473.173,3166.544,49.71528,1183.539
129729,2022/8/19 05:05,35,27.7,7.3,14,20.4,6.4,1.7,-0.3,44.24097,1474.305,3113.034,49.45486,1184.319
129730,2022/8/19 05:10,34.8,27.6,7.2,13.9,20.4,6.5,1.7,-0.3,44.69236,1482.198,3185.94,50.11458,1184.316
129731,2022/8/19 05:15,35.1,27.8,7.3,14,20.4,6.4,1.7,-0.3,44.60555,1484.445,3148.804,49.69791,1185.851
129732,2022/8/19 05:20,35.1,27.9,7.2,13.9,20.4,6.5,1.6,-0.3,44.29306,1466.369,3161.676,50.0625,1184.342
129733,2022/8/19 05:25,34.9,27.7,7.2,13.9,20.4,6.5,1.6,-0.3,43.47709,1445.763,3102.666,49.85417,1155.288
129734,2022/8/19 05:30,34.4,27.3,7.1,13.9,20.4,6.5,1.6,-0.3,44.65764,1479.947,3185.94,49.5243,1145.974
129735,2022/8/19 05:35,34.4,27.2,7.2,14,20.4,6.4,1.6,-0.3,43.85903,1456.103,3084.12,48.91667,1151.76
129736,2022/8/19 05:40,34.7,27.5,7.2,14,20.4,6.4,1.6,-0.3,43.99792,1460.674,3091.374,49.00347,1163.697
129737,2022/8/19 05:45,34.6,27.4,7.2,14,20.4,6.4,1.6,-0.3,44.34513,1473.173,3115.432,49.76736,1158.111
129738,2022/8/19 05:50,34.4,27.3,7.1,13.9,20.4,6.5,1.6,-0.3,44.03264,1465.232,3149.473,49.36806,1148.408
129739,2022/8/19 05:55,34.7,27.4,7.3,14,20.4,6.4,1.6,-0.3,43.98056,1467.505,3103.427,49.38542,1156.486
129740,2022/8/19 06:00,34.8,27.7,7.1,14.1,20.4,6.299999,1.6,-0.3,43.54653,1454.957,3033.547,48.65625,1166.662
129741,2022/8/19 06:05,34.9,27.6,7.3,13.9,20.4,6.5,1.6,-0.4,43.91111,1466.369,3151.918,49.36806,1166.589
129742,2022/8/19 06:10,34.6,27.4,7.2,13.9,20.4,6.5,1.6,-0.3,44.20625,1468.641,3161.676,50.23611,1163.599
129743,2022/8/19 06:15,34.7,27.6,7.1,13.9,20.4,6.5,1.6,-0.3,44.29306,1476.564,3176.257,49.24653,1163.481
129744,2022/8/19 06:20,35.2,27.8,7.4,13.9,20.4,6.5,1.6,-0.4,44.25833,1472.042,3173.831,49.19444,1176.487
129745,2022/8/19 06:25,34.9,27.8,7.1,13.9,20.4,6.5,1.6,-0.3,43.91111,1465.232,3142.129,50.39236,1174.744
129746,2022/8/19 06:30,34.7,27.6,7.1,13.9,20.4,6.5,1.6,-0.3,43.70278,1459.533,3129.85,49.29861,1165.929
129747,2022/8/19 06:35,34.8,27.6,7.2,13.9,20.4,6.5,1.6,-0.3,44.08472,1466.369,3151.918,49.02083,1163.455
129748,2022/8/19 06:40,34.9,27.6,7.3,14,20.4,6.4,1.6,-0.3,43.89375,1462.955,3093.788,49.71528,1166.884
129749,2022/8/19 06:45,34.7,27.6,7.1,14,20.4,6.4,1.6,-0.3,44.03264,1465.232,3096.201,49.4375,1167.701
129750,2022/8/19 06:50,35,27.7,7.3,13.9,20.4,6.5,1.6,-0.3,43.77222,1459.533,3137.223,49.35069,1171.556
129751,2022/8/19 06:55,35.1,27.9,7.2,14,20.4,6.4,1.6,-0.3,44.48403,1482.198,3129.778,49.68056,1177.78
129752,2022/8/19 07:00,34.9,27.7,7.2,14,20.4,6.4,1.6,-0.3,44.43194,1479.947,3129.778,49.36806,1178.723
129753,2022/8/19 07:05,34.8,27.6,7.2,13.9,20.4,6.5,1.6,-0.3,44.29306,1474.305,3168.975,49.80209,1175.882
129754,2022/8/19 07:10,35,27.7,7.3,13.9,20.4,6.5,1.6,-0.3,44.77916,1490.049,3202.817,49.38542,1187.719
129755,2022/8/19 07:15,34.7,27.6,7.1,14.1,20.4,6.299999,1.6,-0.3,44.81388,1484.445,3092.594,50.47917,1181.111
129756,2022/8/19 07:20,34.8,27.6,7.2,14.1,20.4,6.299999,1.6,-0.3,45.71666,1515.56,3157.416,49.80209,1189.268
129757,2022/8/19 07:25,34.9,27.7,7.2,14.1,20.4,6.299999,1.6,-0.3,45.28263,1505.629,3145.938,50.25347,1206.363
129758,2022/8/19 07:30,35.3,27.9,7.4,14,20.4,6.4,1.7,-0.3,44.95278,1493.401,3153.542,50.72222,1219.534
129759,2022/8/19 07:35,35,27.8,7.2,13.9,20.5,6.6,1.7,-0.3,46.32431,1537.399,3355.434,51.20834,1228.096
129760,2022/8/19 07:40,34.9,27.7,7.2,14.1,20.5,6.4,1.8,-0.3,45.5257,1511.154,3195.874,50.89583,1231.36
129761,2022/8/19 07:45,35.2,27.9,7.3,14.1,20.5,6.4,1.7,-0.3,46.56736,1543.89,3269.777,51.43403,1246.635
129762,2022/8/19 07:50,35.1,27.9,7.2,13.9,20.4,6.5,1.7,-0.3,46.41111,1539.566,3309.251,51.625,1240.813
129763,2022/8/19 07:55,35.1,27.9,7.2,13.9,20.4,6.5,1.7,-0.2,46.82778,1554.649,3341.674,51.67709,1254.885
129764,2022/8/19 08:00,35.3,28.1,7.2,14,20.4,6.4,1.7,-0.3,47.69584,1578.061,3337.574,51.59028,1259.943
129765,2022/8/19 08:05,35.4,28.2,7.2,14,20.4,6.4,1.7,-0.3,46.91458,1558.932,3294.798,51.64236,1253.105
129766,2022/8/19 08:10,35.4,28.2,7.2,13.9,20.4,6.5,1.7,-0.3,46.9493,1560.001,3353.177,51.60764,1255.116
129767,2022/8/19 08:15,35.6,28.3,7.3,13.9,20.4,6.5,1.7,-0.3,46.8625,1553.577,3334.752,52.07639,1273.028
129768,2022/8/19 08:20,35.5,28.3,7.2,14,20.4,6.4,1.7,-0.2,46.67153,1546.048,3272.059,52.47569,1267.859
129769,2022/8/19 08:25,35.3,28.2,7.1,13.9,20.4,6.5,1.7,-0.3,47.00139,1560.001,3353.177,51.50347,1266.51
129770,2022/8/19 08:30,35.6,28.3,7.3,13.9,20.4,6.5,1.7,-0.3,46.37639,1544.97,3318.547,52.28472,1270.595
129771,2022/8/19 08:35,35.6,28.4,7.2,13.9,20.4,6.5,1.7,-0.3,46.67153,1551.429,3330.13,52.02431,1265.171
129772,2022/8/19 08:40,35.5,28.3,7.2,13.9,20.4,6.5,1.7,-0.3,46.65416,1550.354,3341.674,52.37153,1265.486
129773,2022/8/19 08:45,35.4,28.3,7.1,13.9,20.4,6.5,1.7,-0.2,46.77569,1544.97,3327.817,52.19792,1259.18
129774,2022/8/19 08:50,35.5,28.2,7.3,14.1,20.4,6.299999,1.7,-0.3,46.4632,1538.483,3205.172,51.60764,1231.517
129775,2022/8/19 08:55,35.3,28.2,7.1,14,20.4,6.4,1.7,-0.2,45.99445,1531.968,3233.036,51.03472,1257.653
129776,2022/8/19 09:00,35.8,28.4,7.4,14,20.4,6.4,1.7,-0.3,46.34167,1540.648,3260.631,51.76389,1264.242
129777,2022/8/19 09:05,35.7,28.6,7.1,13.9,20.4,6.5,1.7,-0.3,46.32431,1540.648,3306.924,51.88542,1264.782
129778,2022/8/19 09:10,35.6,28.4,7.2,14,20.4,6.4,1.7,-0.3,46.67153,1544.97,3269.777,52.11111,1256.421
129779,2022/8/19 09:15,35.6,28.4,7.2,13.9,20.4,6.5,1.7,-0.2,45.85556,1518.855,3264.736,52.19792,1250.781
129780,2022/8/19 09:20,35.7,28.4,7.3,14.1,20.4,6.299999,1.7,-0.3,46.11597,1529.791,3182.52,51.43403,1249.691
129781,2022/8/19 09:25,35.4,28.3,7.1,14,20.4,6.4,1.7,-0.2,46.60208,1546.048,3272.059,51.29514,1242.983
129782,2022/8/19 09:30,35.7,28.4,7.3,14,20.4,6.4,1.6,-0.3,46.28959,1535.229,3258.34,51.34722,1245.743
129783,2022/8/19 09:35,35.9,28.7,7.2,13.9,20.4,6.5,1.7,-0.3,46.06389,1527.61,3288.24,51.32986,1243.658
129784,2022/8/19 09:40,35.7,28.4,7.3,14,20.4,6.4,1.6,-0.3,45.59514,1517.758,3209.86,51.67709,1238.586
129785,2022/8/19 09:45,35.3,28.1,7.2,13.9,20.4,6.5,1.7,-0.2,45.76875,1515.56,3262.375,51.38195,1237.949
129786,2022/8/19 09:50,35.7,28.4,7.3,14,20.4,6.4,1.7,-0.3,45.3,1500.083,3177.13,51.10416,1246.645
129787,2022/8/19 09:55,35.5,28.3,7.2,13.9,20.4,6.5,1.6,-0.3,45.54305,1513.359,3260.015,51.79861,1243.365
129788,2022/8/19 10:00,35.3,28.1,7.2,13.9,20.4,6.5,1.7,-0.2,45.73403,1513.359,3252.92,51.41667,1230.314
129789,2022/8/19 10:05,35.5,28.3,7.2,14,20.4,6.4,1.6,-0.3,45.69931,1518.855,3219.151,51.34722,1237.478
129790,2022/8/19 10:10,35.6,28.4,7.2,14,20.4,6.4,1.7,-0.3,45.90764,1524.333,3226.101,51.24306,1238.105
129791,2022/8/19 10:15,35.4,28.3,7.1,13.9,20.4,6.5,1.7,-0.3,45.19583,1502.304,3217.211,51.29514,1243.653
129792,2022/8/19 10:20,35.8,28.6,7.2,13.9,20.4,6.5,1.6,-0.2,46.22013,1533.056,3292.921,51.27778,1258.252
129793,2022/8/19 10:25,35.9,28.6,7.3,13.9,20.4,6.5,1.7,-0.3,46.37639,1535.229,3304.594,51.8507,1263.908
129794,2022/8/19 10:30,35.8,28.6,7.2,13.9,20.5,6.6,1.7,-0.3,46.72361,1544.97,3371.958,51.76389,1268.464
129795,2022/8/19 10:35,35.7,28.4,7.3,14,20.4,6.4,1.7,-0.3,47.175,1558.932,3287.993,52.19792,1259.221
129796,2022/8/19 10:40,35.6,28.5,7.1,13.9,20.4,6.5,1.7,-0.2,46.34167,1540.648,3299.93,51.97222,1256.598
129797,2022/8/19 10:45,35.6,28.4,7.2,14,20.4,6.4,1.7,-0.2,46.22013,1534.143,3253.754,51.72917,1251.579
129798,2022/8/19 10:50,35.8,28.6,7.2,14,20.4,6.4,1.7,-0.2,46.28959,1534.143,3246.863,51.72917,1260.443
129799,2022/8/19 10:55,35.8,28.6,7.2,14,20.4,6.4,1.7,-0.2,46.04653,1528.701,3226.101,51.24306,1261.247
129800,2022/8/19 11:00,35.9,28.6,7.3,13.9,20.4,6.5,1.7,-0.3,46.4632,1544.97,3316.226,51.64236,1277.31
129801,2022/8/19 11:05,35.8,28.7,7.1,13.9,20.4,6.5,1.7,-0.3,47.00139,1562.136,3355.472,52.23264,1281.096
129802,2022/8/19 11:10,36.2,28.9,7.3,13.9,20.4,6.5,1.7,-0.3,46.68888,1554.649,3343.977,52.31945,1287.024
129803,2022/8/19 11:15,36.2,29,7.2,13.9,20.4,6.5,1.7,-0.2,46.75834,1550.354,3330.13,52.54514,1283.528
129804,2022/8/19 11:20,35.8,28.7,7.1,13.9,20.4,6.5,1.7,-0.2,47.12291,1561.069,3353.177,53.03125,1274.214
129805,2022/8/19 11:25,35.9,28.8,7.1,13.9,20.4,6.5,1.7,-0.2,47.12291,1566.399,3355.472,52.11111,1279.319
129806,2022/8/19 11:30,36.3,29,7.3,14,20.4,6.4,1.7,-0.3,46.98403,1560.001,3312.876,51.71181,1293.641
129807,2022/8/19 11:35,36,28.7,7.3,14,20.4,6.4,1.7,-0.3,46.72361,1549.279,3283.448,53.23958,1279.803
129808,2022/8/19 11:40,35.7,28.6,7.1,14,20.4,6.4,1.8,-0.2,46.72361,1554.649,3287.993,52.25,1281.203
129809,2022/8/19 11:45,36.2,29,7.2,13.9,20.4,6.5,1.7,-0.2,47.10556,1560.001,3353.177,52.04166,1300.509
129810,2022/8/19 11:50,36.4,29.1,7.3,13.9,20.4,6.5,1.7,-0.3,47.52222,1575.947,3391.996,52.68403,1308.205
129811,2022/8/19 11:55,36.1,28.9,7.2,13.9,20.4,6.5,1.7,-0.3,46.93195,1555.721,3343.977,53.15278,1282.59
129812,2022/8/19 12:00,35.8,28.7,7.1,13.9,20.4,6.5,1.7,-0.2,46.58472,1548.203,3318.547,52.30208,1273.027
129813,2022/8/19 12:05,36,28.8,7.2,13.9,20.4,6.5,1.7,-0.3,47.24444,1566.399,3366.929,52.07639,1283.349
129814,2022/8/19 12:10,35.8,28.6,7.2,14.1,20.4,6.299999,1.7,-0.2,46.63681,1546.048,3227.665,52.02431,1266.492
129815,2022/8/19 12:15,35.9,28.7,7.2,13.9,20.4,6.5,1.7,-0.2,46.37639,1540.648,3320.867,52.05903,1280.62
129816,2022/8/19 12:20,36.3,29.1,7.2,14,20.4,6.4,1.7,-0.3,47.71319,1582.28,3346.511,52.45833,1304.952
129817,2022/8/19 12:25,36.1,28.8,7.3,14,20.4,6.4,1.7,-0.3,47.81736,1587.539,3357.647,53.10069,1283.493
129818,2022/8/19 12:30,36.1,29,7.1,13.9,20.4,6.5,1.7,-0.2,47.8,1586.488,3410.11,52.71875,1294.533
129819,2022/8/19 12:35,36.2,28.9,7.3,14,20.4,6.4,1.7,-0.2,47.38333,1574.889,3326.371,52.94444,1302.451
129820,2022/8/19 12:40,36.1,28.9,7.2,13.9,20.4,6.5,1.7,-0.2,48.06041,1592.78,3412.368,53.23958,1293.106
129821,2022/8/19 12:45,36.3,29.1,7.2,14,20.4,6.4,1.7,-0.2,47.34861,1569.588,3326.371,52.54514,1304.677
129822,2022/8/19 12:50,36.3,29.2,7.1,13.9,20.4,6.5,1.7,-0.3,47.20972,1567.463,3378.346,52.37153,1304.136
129823,2022/8/19 12:55,36.3,28.9,7.4,13.9,20.4,6.5,1.7,-0.3,46.77569,1556.792,3334.752,52.12847,1295.958
129824,2022/8/19 13:00,36.1,28.9,7.2,14,20.4,6.299999,1.7,-0.2,47.78264,1581.227,3294.222,53.20486,1299.477
129825,2022/8/19 13:05,36.4,29.2,7.2,13.9,20.4,6.5,1.7,-0.3,46.48055,1534.143,3288.24,52.54514,1302.402
129826,2022/8/19 13:10,36.5,29.2,7.3,14,20.4,6.4,1.7,-0.3,48.06041,1591.733,3379.81,52.40625,1313.635
129827,2022/8/19 13:15,36.3,29.1,7.2,14,20.3,6.299999,1.7,-0.3,48.25139,1599.047,3335.687,53.23958,1319.332
129828,2022/8/19 13:20,36.4,29.2,7.2,13.8,20.3,6.499999,1.7,-0.3,46.81042,1553.577,3334.752,52.75347,1308.403
129829,2022/8/19 13:25,36.6,29.3,7.3,14.1,20.4,6.299999,1.7,-0.3,48.56388,1611.507,3359.46,52.54514,1333.655
129830,2022/8/19 13:30,36.5,29.3,7.2,14,20.3,6.299999,1.7,-0.3,48.7375,1612.541,3350.835,53.20486,1324.327
129831,2022/8/19 13:35,36.5,29.2,7.3,13.9,20.4,6.5,1.7,-0.3,49.29305,1632.063,3501.479,53.20486,1332.723
129832,2022/8/19 13:40,36.4,29.2,7.2,14,20.3,6.299999,1.7,-0.3,48.68542,1611.507,3363.764,53.25695,1330.804
129833,2022/8/19 13:45,36.5,29.3,7.2,13.8,20.4,6.599999,1.7,-0.3,48.3382,1609.437,3508.136,53.20486,1341.787
129834,2022/8/19 13:50,36.6,29.3,7.3,13.9,20.4,6.5,1.7,-0.3,49.01528,1623.872,3488.257,53.23958,1357.866
129835,2022/8/19 13:55,36.6,29.2,7.4,13.9,20.4,6.5,1.7,-0.4,49.11944,1626.948,3497.077,53.20486,1367.155
129836,2022/8/19 14:00,36.6,29.3,7.3,13.9,20.4,6.5,1.7,-0.4,49.11944,1626.948,3488.257,53.32639,1344.94
129837,2022/8/19 14:05,36.7,29.4,7.3,13.9,20.4,6.5,1.7,-0.4,49.24097,1633.083,3499.279,53.25695,1353.892
129838,2022/8/19 14:10,36.8,29.5,7.3,13.9,20.3,6.4,1.7,-0.4,48.89375,1621.817,3425.885,53.20486,1356.659
129839,2022/8/19 14:15,36.7,29.4,7.3,13.9,20.3,6.4,1.7,-0.4,49.03263,1626.948,3445.444,53.32639,1370.849
129840,2022/8/19 14:20,36.5,29.2,7.3,13.9,20.3,6.4,1.7,-0.3,49.03263,1623.872,3436.765,53.23958,1347.52
129841,2022/8/19 14:25,36.4,29.1,7.3,13.9,20.3,6.4,1.8,-0.3,48.72014,1613.574,3412.785,53.25695,1336.726
129842,2022/8/19 14:30,36.4,29.2,7.2,13.9,20.3,6.4,1.7,-0.3,47.90417,1585.437,3350.969,53.32639,1327.853
129843,2022/8/19 14:35,36.3,29.1,7.2,13.9,20.3,6.4,1.7,-0.3,47.8,1580.172,3357.647,53.20486,1314.555
129844,2022/8/19 14:40,36.1,29,7.1,14.1,20.4,6.299999,1.7,-0.2,47.53958,1574.889,3272.186,53.11806,1305.958
129845,2022/8/19 14:45,36.3,29.2,7.1,13.8,20.3,6.499999,1.7,-0.3,47.99097,1577.004,3387.451,53.15278,1299.946
129846,2022/8/19 14:50,36.7,29.4,7.3,13.9,20.4,6.5,1.7,-0.3,47.86945,1583.333,3398.801,53.25695,1321.945
129847,2022/8/19 14:55,36.5,29.4,7.1,14,20.3,6.299999,1.7,-0.3,47.43542,1565.334,3254.45,53.32639,1308.05
129848,2022/8/19 15:00,36.5,29.3,7.2,13.9,20.3,6.4,1.7,-0.3,47.8868,1585.437,3355.423,53.32639,1309.646
129849,2022/8/19 15:05,36.6,29.4,7.2,14,20.4,6.4,1.7,-0.3,47.64375,1581.227,3350.969,53.17014,1319.089
129850,2022/8/19 15:10,36.6,29.4,7.2,13.9,20.4,6.5,1.7,-0.3,47.99097,1591.733,3425.883,53.23958,1319.448
129851,2022/8/19 15:15,36.5,29.3,7.2,14,20.4,6.4,1.7,-0.3,47.34861,1574.889,3339.811,53.23958,1321.4
129852,2022/8/19 15:20,36.6,29.4,7.2,13.9,20.4,6.5,1.7,-0.3,47.55694,1571.71,3378.346,53.20486,1324.419
129853,2022/8/19 15:25,36.7,29.6,7.1,13.9,20.4,6.5,1.7,-0.3,47.55694,1574.889,3387.452,53.23958,1329.205
129854,2022/8/19 15:30,36.7,29.5,7.2,13.9,20.4,6.5,1.7,-0.4,47.99097,1587.539,3410.11,53.20486,1318.501
129855,2022/8/19 15:35,36.4,29.3,7.1,13.9,20.4,6.5,1.7,-0.3,47.38333,1572.771,3389.724,53.2743,1321.418
129856,2022/8/19 15:40,36.4,29.3,7.1,13.9,20.4,6.5,1.7,-0.3,47.36597,1570.65,3385.177,53.32639,1307.979
129857,2022/8/19 15:45,36.3,29.2,7.1,13.9,20.4,6.5,1.7,-0.3,47.85208,1588.588,3412.368,53.29167,1306.864
129858,2022/8/19 15:50,36.4,29.3,7.1,13.9,20.4,6.5,1.7,-0.3,47.27917,1567.463,3373.783,52.14584,1311.809
129859,2022/8/19 15:55,36.6,29.3,7.3,13.9,20.4,6.5,1.7,-0.3,47.52222,1574.889,3380.624,53.29167,1308.019
129860,2022/8/19 16:00,36.3,29.1,7.2,14,20.4,6.4,1.7,-0.3,47.47014,1571.71,3326.371,52.40625,1299.612
129861,2022/8/19 16:05,36.4,29.2,7.2,13.9,20.4,6.5,1.7,-0.3,47.99097,1586.488,3410.11,52.47569,1310.574
129862,2022/8/19 16:10,36.7,29.6,7.1,13.9,20.4,6.5,1.7,-0.3,47.67847,1580.172,3389.724,53.03125,1320.237
129863,2022/8/19 16:15,36.9,29.7,7.2,13.9,20.4,6.5,1.6,-0.4,47.99097,1585.437,3407.852,52.80555,1323.198
129864,2022/8/19 16:20,36.7,29.4,7.3,13.9,20.4,6.5,1.7,-0.3,47.62638,1577.004,3387.452,53.20486,1320.538
129865,2022/8/19 16:25,36.4,29.3,7.1,13.9,20.4,6.5,1.7,-0.3,48.14722,1602.171,3448.289,53.34375,1314.271
129866,2022/8/19 16:30,36.4,29.2,7.2,13.9,20.4,6.5,1.7,-0.3,47.43542,1572.771,3376.065,52.85764,1310.093
129867,2022/8/19 16:35,36.3,29.1,7.2,13.9,20.4,6.5,1.7,-0.3,47.47014,1574.889,3385.177,52.80555,1302.576
129868,2022/8/19 16:40,36.1,28.9,7.2,13.9,20.4,6.5,1.7,-0.3,47.78264,1587.539,3403.329,52.92708,1291.939
129869,2022/8/19 16:45,36.3,29.2,7.1,14,20.4,6.4,1.7,-0.2,47.50486,1575.947,3333.098,52.21528,1308.854
129870,2022/8/19 16:50,36.7,29.3,7.4,14,20.4,6.4,1.7,-0.4,47.43542,1574.889,3335.337,53.32639,1311.313
129871,2022/8/19 16:55,36.4,29.3,7.1,14,20.4,6.4,1.7,-0.3,47.41805,1577.004,3335.337,53.20486,1317.03
129872,2022/8/19 17:00,36.5,29.3,7.2,14,20.4,6.4,1.7,-0.3,47.64375,1575.947,3315.13,52.82292,1314.046
129873,2022/8/19 17:05,36.4,29.2,7.2,13.9,20.4,6.5,1.7,-0.3,47.36597,1572.771,3380.624,53.32639,1311.993
129874,2022/8/19 17:10,36.2,29.1,7.1,13.9,20.4,6.5,1.7,-0.3,47.12291,1570.65,3376.065,53.23958,1304.521
129875,2022/8/19 17:15,36.6,29.3,7.3,13.9,20.4,6.5,1.7,-0.3,46.84514,1558.932,3350.879,52.54514,1311.729
129876,2022/8/19 17:20,36.5,29.3,7.2,13.9,20.4,6.5,1.7,-0.3,47.26181,1567.463,3369.215,53.25695,1308.684
129877,2022/8/19 17:25,36.4,29.2,7.2,13.9,20.4,6.5,1.7,-0.3,47.50486,1571.71,3376.065,52.40625,1301.803
129878,2022/8/19 17:30,36.1,28.8,7.3,13.9,20.4,6.5,1.7,-0.3,47.08819,1564.269,3355.472,53.10069,1287.697
129879,2022/8/19 17:35,36,28.9,7.1,13.9,20.4,6.5,1.7,-0.2,47.19236,1562.136,3355.472,52.30208,1289.801
129880,2022/8/19 17:40,36.6,29.3,7.3,14,20.4,6.4,1.7,-0.3,47.41805,1570.65,3324.126,52.25,1313.444
129881,2022/8/19 17:45,36.2,28.9,7.3,13.9,20.4,6.5,1.7,-0.4,47.33125,1578.061,3391.996,53.01389,1301.782
129882,2022/8/19 17:50,35.8,28.7,7.1,13.9,20.4,6.5,1.7,-0.3,47.78264,1580.172,3403.329,53.20486,1292.65
129883,2022/8/19 17:55,35.9,28.8,7.1,13.9,20.4,6.5,1.7,-0.3,47.47014,1572.771,3380.624,52.38889,1301.784
129884,2022/8/19 18:00,36.3,29,7.3,14,20.4,6.5,1.7,-0.3,48.14722,1595.917,3421.384,52.90972,1309.413
129885,2022/8/19 18:05,36.1,28.8,7.3,13.9,20.4,6.5,1.7,-0.4,48.07778,1598.004,3410.11,53.15278,1294.911
129886,2022/8/19 18:10,35.8,28.7,7.1,13.9,20.4,6.5,1.7,-0.3,48.12986,1596.96,3425.883,52.99653,1304.355
129887,2022/8/19 18:15,36.1,28.8,7.3,13.9,20.4,6.5,1.7,-0.3,48.02569,1591.733,3421.384,52.68403,1315.352
129888,2022/8/19 18:20,36.4,29.1,7.3,13.9,20.4,6.5,1.7,-0.4,48.04306,1598.004,3434.863,53.08334,1323.545
129889,2022/8/19 18:25,36.2,28.9,7.3,13.9,20.4,6.5,1.7,-0.3,48.1125,1595.917,3425.883,53.25695,1321.584
129890,2022/8/19 18:30,36,28.8,7.2,13.9,20.4,6.5,1.8,-0.3,47.93889,1590.685,3419.132,53.29167,1310.148
129891,2022/8/19 18:35,36.2,29.1,7.1,13.8,20.4,6.599999,1.7,-0.3,48.02569,1590.685,3471.734,53.20486,1317.146
129892,2022/8/19 18:40,36,28.8,7.2,13.9,20.4,6.5,1.7,-0.3,47.59166,1575.947,3389.724,53.32639,1285.886
129893,2022/8/19 18:45,35.9,28.9,7,13.9,20.4,6.5,1.7,-0.3,47.33125,1572.771,3369.215,52.5625,1292.098
129894,2022/8/19 18:50,36.2,28.9,7.3,13.9,20.4,6.5,1.7,-0.4,47.81736,1583.333,3391.996,52.82292,1303.433
129895,2022/8/19 18:55,36.2,29.1,7.1,14.1,20.4,6.299999,1.7,-0.3,46.77569,1554.649,3247.775,52.94444,1310.811
